x0,x1,x2,x3,y
-414.0,-98.0,-164.0,136.0,0
-235.0,-482.0,195.0,115.0,0
-313.0,-322.0,-464.0,191.0,0
-357.0,25.0,-469.0,-491.0,0
-337.0,-85.0,-377.0,44.0,0
-317.0,-134.0,-272.0,-485.0,0
-386.0,-127.0,159.0,-456.0,0
-92.0,73.0,-195.0,-93.0,0
-171.0,-163.0,16.0,-157.0,0
-417.0,-434.0,155.0,120.0,0
-286.0,-158.0,-351.0,-172.0,0
77.0,39.0,165.0,11.0,0
-440.0,-258.0,-92.0,-216.0,0
131.0,-438.0,-369.0,-401.0,0
-445.0,-68.0,-400.0,-470.0,0
-45.0,-280.0,-58.0,-246.0,0
-476.0,-385.0,-126.0,-323.0,0
-167.0,-392.0,-467.0,-205.0,0
-116.0,138.0,147.0,6.0,0
-280.0,5.0,164.0,-69.0,0
-295.0,-351.0,64.0,-175.0,0
-407.0,-267.0,185.0,-303.0,0
-260.0,88.0,-348.0,-44.0,0
-118.0,-454.0,-252.0,72.0,0
1.0,175.0,-252.0,-77.0,0
-315.0,98.0,55.0,-67.0,0
185.0,-24.0,-291.0,-456.0,0
-324.0,-226.0,-423.0,124.0,0
-483.0,-334.0,-477.0,-92.0,0
-69.0,-477.0,-248.0,-471.0,0
41.0,26.0,189.0,-257.0,0
-425.0,86.0,-353.0,-211.0,0
119.0,95.0,-311.0,-346.0,0
181.0,-205.0,46.0,104.0,0
196.0,-358.0,-62.0,-97.0,0
-311.0,-394.0,-357.0,-235.0,0
13.0,-454.0,-46.0,198.0,0
-77.0,-253.0,150.0,-279.0,0
-63.0,-461.0,71.0,-496.0,0
12.0,136.0,-190.0,-337.0,0
-475.0,-250.0,-85.0,-361.0,0
38.0,-468.0,-462.0,120.0,0
-119.0,-194.0,-203.0,199.0,0
-38.0,47.0,-168.0,-280.0,0
-175.0,-204.0,-10.0,-141.0,0
-218.0,105.0,-119.0,-131.0,0
193.0,196.0,-254.0,-457.0,0
24.0,137.0,-17.0,-138.0,0
178.0,-303.0,-410.0,-495.0,0
-94.0,-184.0,-289.0,189.0,0
-150.0,-69.0,-279.0,-455.0,0
-311.0,-483.0,-308.0,99.0,0
-370.0,-107.0,-353.0,-466.0,0
-366.0,-186.0,-495.0,23.0,0
77.0,-159.0,184.0,-419.0,0
-7.0,-447.0,189.0,67.0,0
-108.0,-424.0,-317.0,114.0,0
-20.0,59.0,-473.0,-337.0,0
80.0,9.0,-268.0,-388.0,0
67.0,-26.0,-290.0,-259.0,0
-355.0,-23.0,132.0,-171.0,0
-296.0,-383.0,-54.0,-15.0,0
-433.0,-5.0,81.0,179.0,0
-214.0,-73.0,-261.0,-116.0,0
-44.0,-322.0,26.0,-30.0,0
185.0,-59.0,-78.0,-279.0,0
187.0,-324.0,110.0,-425.0,0
-426.0,-182.0,-87.0,-243.0,0
-262.0,-80.0,-211.0,56.0,0
-401.0,-274.0,-68.0,67.0,0
188.0,121.0,-14.0,-106.0,0
-400.0,117.0,-97.0,139.0,0
-488.0,-372.0,-306.0,26.0,0
-229.0,-232.0,-47.0,-9.0,0
-11.0,-497.0,122.0,105.0,0
2.0,-490.0,115.0,-312.0,0
139.0,-426.0,187.0,-398.0,0
73.0,-202.0,-373.0,-411.0,0
-414.0,-10.0,123.0,-230.0,0
-159.0,-415.0,-116.0,-208.0,0
-70.0,-139.0,-99.0,-96.0,0
-269.0,-178.0,-177.0,-391.0,0
-432.0,-295.0,51.0,-483.0,0
-252.0,-334.0,-120.0,21.0,0
-307.0,-185.0,-74.0,113.0,0
-101.0,-448.0,96.0,-105.0,0
-209.0,-383.0,72.0,-121.0,0
-423.0,-456.0,-479.0,-171.0,0
-16.0,140.0,-74.0,126.0,0
124.0,-500.0,-166.0,-124.0,0
-453.0,200.0,-290.0,-157.0,0
155.0,-385.0,-347.0,107.0,0
199.0,143.0,148.0,-395.0,0
129.0,180.0,51.0,-460.0,0
-141.0,-237.0,-88.0,-182.0,0
-493.0,149.0,-369.0,197.0,0
-186.0,-348.0,-113.0,163.0,0
-106.0,-130.0,-219.0,168.0,0
-402.0,-302.0,-377.0,127.0,0
-153.0,-6.0,-437.0,-318.0,0
-366.0,-301.0,-293.0,-121.0,0
190.0,146.0,-103.0,-87.0,0
-229.0,-173.0,-187.0,50.0,0
-210.0,-450.0,-364.0,199.0,0
-287.0,-206.0,193.0,143.0,0
-50.0,-52.0,-123.0,15.0,0
-240.0,-78.0,118.0,-129.0,0
-461.0,-469.0,138.0,-499.0,0
-166.0,-226.0,-449.0,47.0,0
-351.0,-460.0,-443.0,-299.0,0
58.0,-395.0,-329.0,-10.0,0
-4.0,37.0,-496.0,-57.0,0
-345.0,93.0,-119.0,176.0,0
133.0,-223.0,-41.0,-487.0,0
-263.0,-164.0,71.0,-44.0,0
84.0,-281.0,11.0,-451.0,0
-472.0,-496.0,-398.0,-314.0,0
-3.0,-2.0,-219.0,-206.0,0
-359.0,-383.0,-176.0,24.0,0
-276.0,26.0,-300.0,-228.0,0
-150.0,196.0,-12.0,-80.0,0
80.0,-54.0,-188.0,-469.0,0
-202.0,-55.0,40.0,-143.0,0
-313.0,-123.0,58.0,-445.0,0
-375.0,-337.0,-200.0,-458.0,0
-150.0,110.0,64.0,-59.0,0
-294.0,-166.0,-116.0,-382.0,0
196.0,-201.0,-315.0,24.0,0
163.0,-333.0,34.0,-232.0,0
-215.0,-393.0,164.0,22.0,0
-192.0,-408.0,40.0,-205.0,0
-128.0,-420.0,68.0,174.0,0
-63.0,-241.0,-362.0,-277.0,0
112.0,169.0,-308.0,-124.0,0
77.0,-86.0,-340.0,-63.0,0
-181.0,48.0,23.0,131.0,0
168.0,-216.0,-350.0,-218.0,0
32.0,-400.0,-235.0,-181.0,0
-62.0,47.0,153.0,37.0,0
172.0,-226.0,18.0,-355.0,0
-460.0,-282.0,65.0,-362.0,0
-149.0,-59.0,-157.0,127.0,0
-307.0,-312.0,-363.0,-299.0,0
-489.0,-148.0,-242.0,148.0,0
-232.0,-287.0,-443.0,-158.0,0
-460.0,-55.0,25.0,-498.0,0
-368.0,-121.0,-330.0,-170.0,0
98.0,-343.0,-122.0,83.0,0
-186.0,-323.0,81.0,-457.0,0
185.0,187.0,163.0,-321.0,0
-182.0,-119.0,-247.0,-145.0,0
-65.0,-323.0,-197.0,67.0,0
-356.0,-431.0,-473.0,-303.0,0
-66.0,129.0,175.0,130.0,0
-342.0,-87.0,-419.0,-331.0,0
-424.0,-295.0,-476.0,31.0,0
-128.0,-163.0,59.0,142.0,0
137.0,101.0,-371.0,-433.0,0
-87.0,108.0,40.0,160.0,0
-433.0,-406.0,-475.0,-443.0,0
-5.0,-500.0,-464.0,-214.0,0
32.0,192.0,-466.0,-389.0,0
74.0,-396.0,153.0,-1.0,0
-168.0,-114.0,24.0,-145.0,0
-39.0,-104.0,-454.0,-125.0,0
-235.0,-386.0,-351.0,88.0,0
,-127.0,-475.0,-309.0,0
111.0,-46.0,-338.0,-134.0,0
61.0,-445.0,-223.0,-129.0,0
-305.0,-170.0,-272.0,43.0,0
-136.0,-461.0,-339.0,-178.0,0
70.0,-146.0,-267.0,-190.0,0
-368.0,81.0,-417.0,-241.0,0
-478.0,-150.0,-490.0,178.0,0
-267.0,145.0,154.0,-30.0,0
75.0,-161.0,-399.0,-31.0,0
161.0,-254.0,-413.0,-215.0,0
-33.0,-486.0,116.0,-271.0,0
-214.0,-319.0,-359.0,-200.0,0
47.0,-332.0,-399.0,-215.0,0
-382.0,103.0,191.0,21.0,0
-183.0,-376.0,-101.0,-55.0,0
-70.0,45.0,-197.0,-498.0,0
-101.0,-349.0,114.0,48.0,0
-194.0,153.0,-498.0,-10.0,0
151.0,10.0,-148.0,-350.0,0
178.0,-461.0,-297.0,-183.0,0
-108.0,-101.0,175.0,23.0,0
104.0,177.0,134.0,80.0,0
-173.0,-235.0,-241.0,102.0,0
-198.0,-268.0,137.0,-156.0,0
-26.0,110.0,10.0,-217.0,0
164.0,43.0,-372.0,-142.0,0
-40.0,-86.0,-208.0,168.0,0
14.0,-228.0,96.0,-32.0,0
-57.0,196.0,36.0,198.0,0
40.0,-10.0,127.0,12.0,0
159.0,133.0,-182.0,194.0,0
-194.0,-376.0,146.0,70.0,0
-9.0,-494.0,184.0,-275.0,0
-183.0,-80.0,110.0,-398.0,0
-474.0,-425.0,10.0,24.0,0
-254.0,-260.0,-218.0,-390.0,0
-375.0,-261.0,-178.0,156.0,0
-271.0,-390.0,-234.0,-339.0,0
-81.0,-426.0,106.0,82.0,0
-443.0,-224.0,183.0,-97.0,0
189.0,89.0,10.0,-31.0,0
198.0,-129.0,5.0,124.0,0
-243.0,-293.0,5.0,-386.0,0
-394.0,-489.0,189.0,-101.0,0
-362.0,-402.0,64.0,-44.0,0
33.0,-321.0,-187.0,-441.0,0
-265.0,-499.0,-169.0,-167.0,0
112.0,-222.0,91.0,-124.0,0
-380.0,-44.0,-32.0,-302.0,0
-236.0,22.0,-391.0,-137.0,0
-293.0,-12.0,-54.0,-342.0,0
-266.0,-434.0,128.0,-406.0,0
-170.0,78.0,143.0,159.0,0
-204.0,-461.0,-281.0,-188.0,0
-406.0,-258.0,-31.0,-96.0,0
-425.0,-394.0,-275.0,138.0,0
-34.0,120.0,-110.0,-327.0,0
-71.0,125.0,-124.0,-141.0,0
-191.0,-223.0,,-250.0,0
72.0,153.0,-17.0,-351.0,0
-49.0,-434.0,-18.0,-152.0,0
37.0,150.0,-357.0,-2.0,0
-189.0,110.0,-433.0,136.0,0
73.0,-427.0,-66.0,117.0,0
-180.0,188.0,102.0,-267.0,0
-379.0,-371.0,-314.0,-186.0,0
-487.0,137.0,-113.0,-325.0,0
-166.0,-263.0,-496.0,-334.0,0
-475.0,-465.0,-86.0,141.0,0
-415.0,19.0,-96.0,174.0,0
154.0,-375.0,-269.0,195.0,0
-369.0,-120.0,-7.0,-10.0,0
-398.0,-491.0,-77.0,-305.0,0
132.0,-198.0,-462.0,-172.0,0
-482.0,-406.0,-376.0,96.0,0
-52.0,-281.0,-324.0,-211.0,0
-87.0,-286.0,-67.0,-344.0,0
-249.0,-7.0,-395.0,-352.0,0
-251.0,-367.0,-194.0,-113.0,0
-148.0,-331.0,-291.0,86.0,0
-445.0,-43.0,117.0,-215.0,0
-440.0,-472.0,173.0,-212.0,0
-73.0,-18.0,-23.0,-188.0,0
-483.0,-149.0,-130.0,-462.0,0
-9.0,87.0,-368.0,15.0,0
189.0,-320.0,31.0,160.0,0
-64.0,-433.0,-180.0,104.0,0
-487.0,-329.0,-446.0,-147.0,0
-344.0,172.0,128.0,-184.0,0
-266.0,-216.0,199.0,74.0,0
43.0,-242.0,-47.0,-402.0,0
-2.0,-97.0,-426.0,-166.0,0
2.0,-142.0,85.0,-375.0,0
-175.0,-393.0,52.0,-430.0,0
-426.0,74.0,30.0,-53.0,0
-297.0,0.0,-378.0,133.0,0
180.0,-384.0,-101.0,-116.0,0
-67.0,-161.0,10.0,125.0,0
-94.0,-355.0,198.0,-302.0,0
143.0,118.0,-437.0,59.0,0
-403.0,-140.0,-432.0,124.0,0
-351.0,109.0,-70.0,-236.0,0
81.0,-154.0,-332.0,-440.0,0
48.0,33.0,-233.0,-265.0,0
-495.0,-1.0,-293.0,22.0,0
-339.0,-153.0,-134.0,-12.0,0
-28.0,-273.0,-214.0,-171.0,0
-462.0,-451.0,-242.0,104.0,0
-298.0,-276.0,-344.0,29.0,0
-309.0,-426.0,-258.0,171.0,0
46.0,-332.0,48.0,50.0,0
-263.0,-148.0,-437.0,-134.0,0
-190.0,-198.0,-386.0,84.0,0
-157.0,-21.0,-72.0,-351.0,0
-15.0,-494.0,-110.0,-428.0,0
-469.0,-24.0,94.0,-39.0,0
188.0,177.0,18.0,-31.0,0
-336.0,-248.0,-323.0,111.0,0
-245.0,-315.0,181.0,-123.0,0
-343.0,-157.0,93.0,-66.0,0
-327.0,-411.0,-80.0,-348.0,0
-344.0,183.0,-453.0,-487.0,0
-122.0,-287.0,-462.0,-435.0,0
-152.0,-70.0,185.0,104.0,0
-77.0,-169.0,120.0,-245.0,0
-195.0,38.0,162.0,38.0,0
25.0,92.0,24.0,27.0,0
-455.0,-266.0,-122.0,182.0,0
-377.0,119.0,-94.0,34.0,0
56.0,-305.0,197.0,40.0,0
-147.0,68.0,-64.0,19.0,0
-240.0,-32.0,-254.0,106.0,0
-327.0,-179.0,147.0,109.0,0
-33.0,-457.0,-136.0,-196.0,0
107.0,-106.0,-229.0,-148.0,0
-433.0,163.0,-425.0,-448.0,0
-442.0,3.0,-26.0,175.0,0
-327.0,80.0,-163.0,139.0,0
24.0,-1.0,-84.0,-434.0,0
123.0,-274.0,-324.0,-432.0,0
159.0,164.0,-84.0,81.0,0
41.0,82.0,-238.0,-247.0,0
-325.0,-456.0,-294.0,-346.0,0
-317.0,-190.0,-390.0,-60.0,0
155.0,-159.0,-473.0,-436.0,0
165.0,-496.0,27.0,-104.0,0
-231.0,-137.0,153.0,70.0,0
-466.0,-462.0,-291.0,-457.0,0
105.0,-374.0,-373.0,-45.0,0
-380.0,-338.0,66.0,-69.0,0
-215.0,-240.0,156.0,-53.0,0
-272.0,119.0,153.0,-241.0,0
75.0,91.0,173.0,-184.0,0
-129.0,-91.0,177.0,121.0,0
-380.0,-298.0,-335.0,-2.0,0
-410.0,-73.0,-380.0,-137.0,0
40.0,-460.0,44.0,-471.0,0
-22.0,117.0,-189.0,-154.0,0
11.0,-92.0,200.0,200.0,0
-342.0,-242.0,-192.0,-381.0,0
-350.0,-205.0,-493.0,-315.0,0
-120.0,-202.0,-171.0,-481.0,0
-59.0,-75.0,156.0,103.0,0
-277.0,-64.0,-328.0,-84.0,0
-405.0,-178.0,-135.0,141.0,0
-211.0,-184.0,-390.0,-75.0,0
-320.0,11.0,37.0,-354.0,0
113.0,-90.0,117.0,40.0,0
-36.0,-277.0,-118.0,-279.0,0
13.0,-106.0,-307.0,90.0,0
-427.0,95.0,135.0,-350.0,0
-28.0,-82.0,-171.0,-67.0,0
-19.0,-175.0,158.0,-232.0,0
121.0,-472.0,195.0,-178.0,0
-287.0,-302.0,-70.0,182.0,0
31.0,-376.0,-98.0,20.0,0
17.0,-254.0,-500.0,-161.0,0
-500.0,183.0,-158.0,-252.0,0
-303.0,-193.0,56.0,-465.0,0
70.0,-37.0,-74.0,68.0,0
69.0,-30.0,35.0,-48.0,0
-288.0,79.0,-44.0,-86.0,0
-264.0,141.0,-134.0,145.0,0
-134.0,-214.0,-376.0,131.0,0
144.0,166.0,1.0,-121.0,0
-139.0,-422.0,-451.0,159.0,0
139.0,-300.0,-34.0,-303.0,0
-441.0,190.0,-125.0,102.0,0
56.0,-471.0,80.0,106.0,0
-307.0,-171.0,46.0,176.0,0
-110.0,-412.0,32.0,40.0,0
-342.0,3.0,48.0,-204.0,0
-355.0,-231.0,47.0,-236.0,0
-199.0,-260.0,-263.0,-357.0,0
148.0,-302.0,-340.0,184.0,0
-64.0,-455.0,-164.0,123.0,0
-142.0,-77.0,-263.0,54.0,0
-135.0,-454.0,-423.0,-99.0,0
-179.0,-437.0,14.0,-491.0,0
-213.0,33.0,-73.0,-34.0,0
-374.0,39.0,-499.0,-185.0,0
168.0,-241.0,-206.0,138.0,0
35.0,-380.0,-268.0,48.0,0
-279.0,-273.0,-441.0,63.0,0
-322.0,-478.0,-291.0,-195.0,0
-224.0,-154.0,-331.0,-29.0,0
-189.0,13.0,148.0,-157.0,0
73.0,-382.0,-91.0,-182.0,0
-53.0,18.0,-20.0,137.0,0
-281.0,-133.0,-214.0,-470.0,0
125.0,-455.0,125.0,-82.0,0
-140.0,-464.0,-311.0,-2.0,0
-337.0,-433.0,-392.0,-95.0,0
-7.0,184.0,-394.0,-25.0,0
-236.0,-327.0,-321.0,-81.0,0
-453.0,-361.0,20.0,-216.0,0
20.0,-208.0,186.0,-200.0,0
-25.0,152.0,-447.0,17.0,0
-318.0,-375.0,-242.0,-5.0,0
-21.0,-269.0,-322.0,52.0,0
-258.0,-131.0,71.0,-495.0,0
106.0,-370.0,152.0,29.0,0
-272.0,-493.0,159.0,162.0,0
28.0,89.0,-191.0,-271.0,0
-476.0,-57.0,-411.0,-331.0,0
-191.0,-389.0,-289.0,52.0,0
-390.0,2.0,163.0,-62.0,0
-257.0,-215.0,-89.0,183.0,0
-488.0,-121.0,123.0,-119.0,0
-13.0,176.0,-120.0,12.0,0
-130.0,-142.0,-231.0,111.0,0
-492.0,-464.0,-233.0,-149.0,0
-340.0,-126.0,-383.0,57.0,0
-262.0,-110.0,-463.0,-410.0,0
-257.0,31.0,-104.0,-197.0,0
-43.0,-262.0,-414.0,-275.0,0
103.0,29.0,-468.0,-159.0,0
-437.0,79.0,103.0,-146.0,0
-206.0,-345.0,-406.0,-86.0,0
22.0,169.0,-474.0,-306.0,0
-137.0,20.0,-283.0,-117.0,0
-482.0,12.0,-383.0,-213.0,0
-293.0,78.0,-356.0,-259.0,0
153.0,166.0,-285.0,-83.0,0
-142.0,-101.0,-144.0,-413.0,0
-430.0,-254.0,-17.0,-408.0,1
122.0,-204.0,-113.0,-154.0,0
-230.0,-371.0,-278.0,-131.0,0
-32.0,-363.0,-288.0,14.0,1
-451.0,-181.0,100.0,-20.0,0
-322.0,-219.0,-430.0,-485.0,0
-106.0,-433.0,188.0,-452.0,0
25.0,-290.0,-475.0,-218.0,0
49.0,-102.0,142.0,-221.0,0
-471.0,-183.0,-382.0,-468.0,0
-334.0,-302.0,154.0,-462.0,0
-235.0,156.0,-100.0,-73.0,0
-391.0,34.0,-275.0,-159.0,0
-159.0,-109.0,-169.0,-362.0,0
-70.0,-336.0,-135.0,-399.0,0
92.0,-47.0,-458.0,-15.0,0
-188.0,-325.0,132.0,-46.0,0
-62.0,-184.0,-446.0,-76.0,0
175.0,129.0,-419.0,135.0,0
-227.0,-143.0,172.0,-436.0,0
-219.0,-203.0,1.0,-497.0,0
-313.0,-123.0,20.0,-465.0,0
67.0,-293.0,-9.0,-210.0,0
-93.0,-110.0,-113.0,47.0,0
15.0,-497.0,-204.0,-351.0,0
-321.0,38.0,-238.0,-159.0,0
-25.0,-352.0,-225.0,-323.0,0
-131.0,-205.0,-6.0,84.0,0
-115.0,-222.0,-50.0,181.0,0
-285.0,151.0,46.0,-181.0,0
178.0,85.0,-68.0,-460.0,0
-206.0,-295.0,-410.0,-291.0,0
-161.0,28.0,-464.0,-240.0,0
-90.0,-186.0,-290.0,75.0,0
-224.0,-376.0,-392.0,-152.0,0
-143.0,147.0,-373.0,-271.0,0
-488.0,-470.0,-411.0,-198.0,0
-295.0,-359.0,-399.0,-56.0,0
-374.0,-224.0,-491.0,-210.0,0
33.0,119.0,-348.0,191.0,0
86.0,190.0,-208.0,-492.0,0
-168.0,-402.0,-225.0,-489.0,0
-24.0,-282.0,-83.0,-427.0,0
105.0,-210.0,-326.0,-331.0,0
-335.0,-110.0,-403.0,-426.0,0
-258.0,-500.0,-329.0,-170.0,0
-51.0,-223.0,-39.0,49.0,0
62.0,102.0,-491.0,-238.0,0
40.0,-65.0,-400.0,107.0,0
184.0,-228.0,-462.0,-408.0,0
-113.0,-217.0,144.0,-267.0,0
143.0,-80.0,-425.0,167.0,0
-395.0,-124.0,176.0,-128.0,0
-448.0,-248.0,-108.0,-312.0,0
109.0,9.0,151.0,-332.0,0
-442.0,146.0,145.0,-98.0,0
-3.0,-13.0,187.0,22.0,0
-163.0,-352.0,33.0,-291.0,0
59.0,14.0,-488.0,-117.0,0
-343.0,-219.0,-382.0,-327.0,0
-423.0,-127.0,-408.0,-468.0,0
-381.0,-18.0,-23.0,-306.0,0
88.0,126.0,-84.0,77.0,0
-452.0,194.0,-25.0,-481.0,0
7.0,-462.0,198.0,-336.0,0
-4.0,-137.0,-212.0,-103.0,0
-58.0,-223.0,-339.0,-110.0,0
140.0,63.0,-191.0,34.0,0
-310.0,-194.0,88.0,-101.0,0
-256.0,-471.0,-223.0,-17.0,0
-500.0,-368.0,168.0,-100.0,0
-130.0,-40.0,-353.0,-90.0,0
-402.0,-302.0,-57.0,93.0,0
-245.0,-409.0,154.0,161.0,0
57.0,-422.0,51.0,-264.0,0
-203.0,-87.0,-334.0,-1.0,0
-108.0,-8.0,-372.0,-236.0,0
-373.0,-57.0,-116.0,-274.0,0
-295.0,-343.0,100.0,-326.0,0
-190.0,-135.0,94.0,-326.0,0
-329.0,-334.0,-1.0,168.0,0
-491.0,-498.0,-284.0,-73.0,0
-309.0,-216.0,-5.0,-199.0,0
60.0,-361.0,169.0,-142.0,0
-281.0,-22.0,-144.0,18.0,0
-193.0,-331.0,170.0,64.0,0
-267.0,97.0,118.0,-465.0,0
153.0,-42.0,32.0,25.0,0
38.0,199.0,6.0,34.0,0
197.0,-13.0,-247.0,79.0,0
-32.0,-325.0,-419.0,-210.0,0
-117.0,-93.0,-365.0,-208.0,0
-6.0,-251.0,193.0,-198.0,0
-339.0,-107.0,28.0,-462.0,0
-311.0,-396.0,-315.0,86.0,0
-264.0,-46.0,-131.0,124.0,0
11.0,-51.0,129.0,-89.0,0
160.0,-211.0,-168.0,-265.0,0
-360.0,-430.0,71.0,-451.0,0
-420.0,-236.0,-378.0,-284.0,0
141.0,114.0,171.0,-226.0,0
161.0,-68.0,-187.0,-212.0,0
-264.0,-50.0,-190.0,75.0,0
-102.0,-476.0,-437.0,63.0,0
-192.0,-481.0,-160.0,-336.0,0
-483.0,-95.0,-77.0,-272.0,0
-369.0,19.0,-387.0,-294.0,0
29.0,-476.0,-437.0,62.0,0
-435.0,44.0,-441.0,-410.0,0
-159.0,-151.0,-53.0,-37.0,0
-249.0,-396.0,-305.0,-380.0,0
-6.0,-441.0,-336.0,-225.0,0
149.0,-190.0,-145.0,-235.0,0
-174.0,-366.0,-241.0,161.0,0
-376.0,-467.0,-217.0,40.0,0
-118.0,-43.0,71.0,126.0,0
-253.0,66.0,97.0,-252.0,0
-115.0,-125.0,-360.0,87.0,0
-321.0,-100.0,-132.0,-93.0,0
-411.0,-233.0,-385.0,-270.0,0
-462.0,-131.0,-478.0,-451.0,0
-86.0,-79.0,-202.0,-196.0,0
-291.0,-349.0,-388.0,-269.0,0
53.0,-85.0,184.0,188.0,0
64.0,192.0,185.0,-11.0,0
-156.0,-338.0,-490.0,74.0,0
102.0,-193.0,-145.0,144.0,0
-142.0,10.0,-9.0,52.0,0
5.0,-28.0,-6.0,-16.0,0
116.0,-66.0,-254.0,-326.0,0
121.0,-461.0,-415.0,-345.0,0
124.0,103.0,-430.0,-181.0,0
-99.0,152.0,-369.0,120.0,0
-9.0,-409.0,-381.0,-406.0,0
-389.0,-412.0,106.0,-441.0,0
-364.0,-189.0,-127.0,74.0,0
-277.0,-487.0,-334.0,-183.0,0
103.0,-176.0,-80.0,-359.0,0
-249.0,-350.0,26.0,-119.0,0
-325.0,-32.0,-411.0,-95.0,0
-88.0,25.0,-222.0,171.0,0
105.0,-90.0,162.0,-416.0,0
-257.0,50.0,-233.0,198.0,0
-486.0,-321.0,121.0,10.0,0
-278.0,-253.0,-369.0,107.0,0
26.0,-412.0,-51.0,-303.0,0
147.0,-409.0,-197.0,-470.0,0
193.0,-146.0,-474.0,9.0,0
-303.0,-477.0,161.0,135.0,0
-180.0,9.0,-224.0,-315.0,0
-160.0,-500.0,169.0,-12.0,0
12.0,-351.0,-96.0,-478.0,0
95.0,-319.0,-417.0,31.0,0
-405.0,-37.0,-330.0,-466.0,0
-319.0,-236.0,129.0,101.0,0
-64.0,-340.0,-221.0,54.0,0
-489.0,-500.0,-248.0,151.0,0
79.0,-390.0,-472.0,126.0,0
-354.0,-500.0,-409.0,-225.0,0
-224.0,-212.0,173.0,-228.0,0
-307.0,-274.0,-278.0,-354.0,0
49.0,167.0,-343.0,43.0,0
-264.0,65.0,-298.0,-402.0,0
29.0,-119.0,-41.0,-127.0,0
29.0,-145.0,-488.0,-176.0,0
-46.0,-497.0,-153.0,12.0,0
23.0,158.0,129.0,-462.0,0
-93.0,27.0,-21.0,-272.0,0
-138.0,132.0,-124.0,24.0,0
-167.0,-391.0,-40.0,-31.0,0
-398.0,-103.0,-486.0,-146.0,0
-35.0,-467.0,112.0,-485.0,0
124.0,86.0,63.0,-251.0,0
-421.0,-167.0,-23.0,-440.0,0
-309.0,-288.0,-499.0,-247.0,0
194.0,-228.0,-157.0,-223.0,0
-277.0,-362.0,-362.0,-378.0,0
-202.0,-67.0,141.0,-207.0,0
-480.0,-455.0,-217.0,-349.0,0
-17.0,188.0,-207.0,-324.0,0
-412.0,-209.0,-32.0,-458.0,0
-201.0,-493.0,7.0,-433.0,0
-482.0,-46.0,-379.0,-16.0,0
-279.0,-40.0,-430.0,199.0,0
5.0,-308.0,-303.0,191.0,0
-210.0,-404.0,-26.0,-34.0,0
-302.0,120.0,-79.0,-336.0,0
-411.0,-416.0,-246.0,-293.0,0
193.0,12.0,-12.0,-121.0,0
-322.0,-347.0,-490.0,-381.0,0
-458.0,-201.0,-6.0,-419.0,0
-19.0,71.0,115.0,-423.0,0
-347.0,-193.0,-68.0,-59.0,0
-399.0,17.0,99.0,-471.0,0
-47.0,-423.0,,162.0,0
-128.0,27.0,104.0,-20.0,0
-105.0,-301.0,-287.0,92.0,0
48.0,75.0,-83.0,-156.0,0
-87.0,-211.0,42.0,-334.0,0
32.0,-275.0,-217.0,-180.0,0
-306.0,-238.0,51.0,-75.0,0
-390.0,-293.0,-326.0,-462.0,0
-408.0,-354.0,2.0,-139.0,0
-221.0,-381.0,-337.0,-44.0,0
-306.0,182.0,-362.0,-492.0,0
-149.0,64.0,200.0,-247.0,0
-281.0,70.0,-363.0,81.0,0
-467.0,-386.0,-378.0,-232.0,0
-181.0,-65.0,-252.0,102.0,0
-217.0,91.0,-131.0,124.0,0
-40.0,-146.0,-359.0,24.0,0
18.0,-499.0,-253.0,-398.0,0
-8.0,136.0,-495.0,-31.0,0
-441.0,-72.0,-114.0,-82.0,0
160.0,128.0,-309.0,-190.0,0
21.0,-372.0,184.0,-274.0,0
-310.0,-354.0,-247.0,23.0,0
-234.0,-99.0,-500.0,-344.0,0
-272.0,190.0,-84.0,-479.0,0
-410.0,-117.0,-280.0,-91.0,0
79.0,-226.0,26.0,-332.0,0
-237.0,26.0,-235.0,59.0,0
-90.0,-435.0,148.0,-358.0,0
-34.0,-362.0,-82.0,93.0,0
-289.0,-84.0,-345.0,-373.0,0
-29.0,-59.0,-355.0,180.0,0
-165.0,148.0,-16.0,-411.0,0
-441.0,-373.0,-29.0,168.0,0
-384.0,-455.0,-302.0,-431.0,0
-182.0,102.0,18.0,-169.0,0
-335.0,76.0,-88.0,-451.0,0
-408.0,-486.0,-294.0,-145.0,0
-318.0,-417.0,-226.0,92.0,0
-240.0,-18.0,79.0,87.0,0
24.0,-326.0,-310.0,-164.0,0
-139.0,-71.0,187.0,-497.0,0
-435.0,-320.0,-247.0,-217.0,0
-48.0,185.0,-207.0,-224.0,0
183.0,-86.0,146.0,-29.0,0
-204.0,-391.0,-388.0,13.0,0
61.0,101.0,-125.0,-223.0,0
-338.0,104.0,-481.0,-205.0,0
-265.0,-448.0,-146.0,143.0,0
-320.0,-342.0,26.0,-321.0,0
-229.0,-358.0,-379.0,-308.0,0
-119.0,-325.0,-35.0,3.0,0
-121.0,-340.0,-329.0,39.0,0
84.0,-7.0,81.0,-37.0,0
-437.0,-445.0,-431.0,-347.0,0
16.0,-429.0,-11.0,189.0,0
-434.0,-52.0,-261.0,50.0,0
-26.0,-356.0,144.0,-125.0,0
-29.0,-340.0,-243.0,68.0,0
-362.0,-292.0,-94.0,36.0,0
-281.0,-472.0,-486.0,-405.0,0
-176.0,-212.0,-119.0,-419.0,0
-486.0,-393.0,-234.0,-360.0,0
-220.0,28.0,-53.0,-288.0,0
